IngredientsId,Ingredients,ServingSize,Calories,TotalFat,SaturatedFat,Cholesterol,Sodium,Carbohydrate,Fiber,Sugars,Protein,Fat,Caffeine,Source,Date,IsAllergen,Food_allergen_ID,Food,Food_Class,Food_Type,Food_Group,Allergy_Type
106794,Whole Wheat Tortilla,,,,,,,,,,,,,,,No,,,,,,
106795,Cocktail Onions,,,,,,,,,,,,,,,No,,,,,,
106796,Avocado Dip,,,,,,,,,,,,,,,No,,,,,,
106797,Honeydew Balls,,,,,,,,,,,,,,,No,,,,,,
106798,Jalapeno Jelly,,,,,,,,,,,,,,,No,,,,,,
106799,Apricot Yoghurt,,,,,,,,,,,,,,,No,,,,,,
106800,Liquid Hot Pepper Sauce,,,,,,,,,,,,,,,No,,,,,,
106801,Mache,,,,,,,,,,,,,,,No,,,,,,
106802,California Avocados,,,,,,,,,,,,,,,No,,,,,,
106803,Orange Section,,,,,,,,,,,,,,,No,,,,,,
106804,Bermuda Onion,,,,,,,,,,,,,,,No,,,,,,
106805,Cooked Quinoa,,,,,,,,,,,,,,,No,,,,,,
106806,Cooked Sushi Rice,,,,,,,,,,,,,,,No,,,,,,
106807,Baking Hen,,,,,,,,,,,,,,,No,,,,,,
106809,Polish Sausage,100 g,,,,,,1.63 g,0.0 g,0.0 g,1.93 mg,28.72 g,2.40 g,,,No,,,,,,
106810,Mild Green Chilies,,,,,,,,,,,,,,,No,,,,,,
106811,Sweet Red Onions,,,,,,,,,,,,,,,No,,,,,,
106812,Fresh Egg Noodles,,,,,,,,,,,,,,,No,,,,,,
106814,Sirloin,,,,,,,,,,,,,,,No,,,,,,
106816,Vegetarian Bacon,,,,,,,,,,,,,,,No,,,,,,
106817,Thompson Seedless Grapes,,,,,,,,,,,,,,,No,,,,,,
106818,Pork Spare Rib Racks,,,,,,,,,,,,,,,No,,,,,,
106819,Organic Carrots,,,,,,,,,,,,,,,No,,,,,,
106820,Haddock,,,,,,,,,,,,,,,No,,,,,,
106821,Sugar-Free Strawberry Gelatin,,,,,,,,,,,,,,,No,,,,,,
106822,Garlic Toast,,,,,,,,,,,,,,,No,,,,,,
106823,Gebhardt Chili Powder,,,,,,,,,,,,,,,No,,,,,,
106824,Condensed Cream Of Broccoli Soup,,,,,,,,,,,,,,,No,,,,,,
106825,Tyson Fajita Chicken Strips,,,,,,,,,,,,,,,No,,,,,,
106826,Mccormick White Chicken Chili Seasoning Mix,,,,,,,,,,,,,,,No,,,,,,
106827,White Cheese Dip,,,,,,,,,,,,,,,No,,,,,,
106828,Cream Soda,,,,,,,,,,,,,,,No,,,,,,
106829,Butter-Flavored Cracker Crumbs,,,,,,,,,,,,,,,No,,,,,,
106830,Jumbo Lump Crab Meat,,,,,,,,,,,,,,,No,,,,,,
106831,Berbere,,,,,,,,,,,,,,,No,,,,,,
106832,Smart Balance Light Butter Spread,,,,,,,,,,,,,,,No,,,,,,
106833,Strong Black Tea,,,,,,,,,,,,,,,No,,,,,,
106834,Bulbs Of Garlic,,,,,,,,,,,,,,,No,,,,,,
106835,Low-Carb Milk,,,,,,,,,,,,,,,No,,,,,,
106836,Cooked Chicken Breast Halves,,,,,,,,,,,,,,,No,,,,,,
106837,Tomato Sauce With Basil Garlic And Oregano,,,,,,,,,,,,,,,No,,,,,,
106838,Banana Cream Instant Pudding,,,,,,,,,,,,,,,No,,,,,,
106839,Instant Banana Pudding Mix,,,,,,,,,,,,,,,No,,,,,,
106840,Boneless Center Cut Pork Loin Roast,,,,,,,,,,,,,,,No,,,,,,
106841,Miniature Peanut Butter Cup,,,,,,,,,,,,,,,No,,,,,,
106842,Brussels Sprout,,,,,,,,,,,,,,,No,,,,,,
106843,Grits,,,,,,,,,,,,,,,No,,,,,,
106844,Butterscotch Pudding,,,,,,,,,,,,,,,No,,,,,,
106845,Bleu Cheese Spread,,,,,,,,,,,,,,,No,,,,,,
106846,Chocolate-Covered Peanut Butter Cups,,,,,,,,,,,,,,,No,,,,,,
106847,Frozen Chopped Onions,,,,,,,,,,,,,,,No,,,,,,
106848,Fat-Free Cream Of Chicken Soup,,,,,,,,,,,,,,,No,,,,,,
106849,Chicken Gizzards,,,,,,,,,,,,,,,No,,,,,,
106850,Onion Ring Batter,,,,,,,,,,,,,,,No,,,,,,
106851,Golden Cream Of Mushroom Soup,,,,,,,,,,,,,,,No,,,,,,
106852,Gluten-Free Vanilla Extract,,,,,,,,,,,,,,,No,,,,,,
106853,Psyllium Husks,,,,,,,,,,,,,,,No,,,,,,
106854,Teff Flour,,,,,,,,,,,,,,,No,,,,,,
106855,Fontina,,,,,,,,,,,,,,,No,,,,,,
106856,Frozen Fruit,,,,,,,,,,,,,,,No,,,,,,
106857,Green Lentil,,,,,,,,,,,,,,,No,,,,,,
106858,Lobster Meat,,,,,,,,,,,,,,,No,,,,,,
106859,Prune Baby Food,,,,,,,,,,,,,,,No,,,,,,
106860,Mojo Criollo,,,,,,,,,,,,,,,No,,,,,,
106861,Boneless Steak,,,,,,,,,,,,,,,No,,,,,,
106864,Sirloin Strip Steak,,,,,,,,,,,,,,,No,,,,,,
106865,Lemon-Lime Flavored Soda,,,,,,,,,,,,,,,No,,,,,,
106867,Reduced-Sodium Worcestershire Sauce,,,,,,,,,,,,,,,No,,,,,,
106868,Shrimp Shells,,,,,,,,,,,,,,,No,,,,,,
106869,Sherbet,100 g,,,,,,30.40 g,1.3 g,1.3 g,0.48 mg,2.00 g,0.40 g,,,No,,,,,,
106870,Ortega Taco Seasoning,,,,,,,,,,,,,,,No,,,,,,
106871,Cherry 7-Up,,,,,,,,,,,,,,,No,,,,,,
106872,Herbed Feta Cheese,,,,,,,,,,,,,,,No,,,,,,
106873,Strawberry Pie Filling,,,,,,,,,,,,,,,No,,,,,,
106874,Sugar-Free Banana Cream Pudding Mix,,,,,,,,,,,,,,,No,,,,,,
106875,Sugar-Free Shortbread Cookies,,,,,,,,,,,,,,,No,,,,,,
106876,Whole Mushroom,,,,,,,,,,,,,,,No,,,,,,
106877,Ground Dried Chile,,,,,,,,,,,,,,,No,,,,,,
106878,Low-Sodium Taco Seasoning,,,,,,,,,,,,,,,No,,,,,,
106880,Low Fat Graham Cracker Pie Crust,,,,,,,,,,,,,,,No,,,,,,
106881,Thai Red Chili Pepper,,,,,,,,,,,,,,,No,,,,,,
106882,Herb With Garlic Soup Mix,,,,,,,,,,,,,,,No,,,,,,
106883,Dried Italian Salad Dressing Mix,,,,,,,,,,,,,,,No,,,,,,
106884,Brazil Nuts,,,,,,,,,,,,,,,No,,,,,,
106885,Dried Coriander Leaves,,,,,,,,,,,,,,,No,,,,,,
106886,Carom Seeds,,,,,,,,,,,,,,,No,,,,,,
106887,Kefir,100 g,,,,,,4.48 g,0.0 g,0.0 g,0.46 mg,0.93 g,0.72 g,,,No,,,,,,
106888,Ground Sumac,,,,,,,,,,,,,,,No,,,,,,
106889,Pomegranate Arils,,,,,,,,,,,,,,,No,,,,,,
106890,Pomegranate Paste,,,,,,,,,,,,,,,No,,,,,,
106891,Dried Pink Beans,,,,,,,,,,,,,,,No,,,,,,
106892,Octopus,,,,,,,,,,,,,,,No,,,,,,
106893,Dried Red Beans,,,,,,,,,,,,,,,No,,,,,,
106894,Sweet Brown Rice,,,,,,,,,,,,,,,No,,,,,,
106895,Espresso Powder,,,,,,,,,,,,,,,No,,,,,,
106896,Lemonade Concentrate,,,,,,,,,,,,,,,No,,,,,,
106897,Epazote Leaves,,,,,,,,,,,,,,,No,,,,,,
106898,Dried Pasilla Peppers,,,,,,,,,,,,,,,No,,,,,,
106899,Clamato Juice,,,,,,,,,,,,,,,No,,,,,,
106900,Fat-Free Bread,,,,,,,,,,,,,,,No,,,,,,
106901,Olive Bread,,,,,,,,,,,,,,,No,,,,,,
106902,70% Lean Ground Beef,,,,,,,,,,,,,,,No,,,,,,
106903,Creme Anglaise,,,,,,,,,,,,,,,No,,,,,,
106904,Barbecued Chicken,,,,,,,,,,,,,,,No,,,,,,
106905,Lamb Rib Chops,,,,,,,,,,,,,,,No,,,,,,
106906,Bing Cherries,,,,,,,,,,,,,,,No,,,,,,
106907,Kaiser Roll,,,,,,,,,,,,,,,No,,,,,,
106908,Pork Roll,,,,,,,,,,,,,,,No,,,,,,
106909,Absinthe,,,,,,,,,,,,,,,No,,,,,,
106910,Stewing Lamb,,,,,,,,,,,,,,,No,,,,,,
106911,Smoked Ham Stock,,,,,,,,,,,,,,,No,,,,,,
106912,Sesame Seed Paste,,,,,,,,,,,,,,,No,,,,,,
106913,Vegan Yogurt,,,,,,,,,,,,,,,No,,,,,,
106914,Dry Curd Cottage Cheese,,,,,,,,,,,,,,,No,,,,,,
106916,Hen,,,,,,,,,,,,,,,No,,,,,,
106917,Garlic Season-All,,,,,,,,,,,,,,,No,,,,,,
106918,Rag Pasta Sauce,,,,,,,,,,,,,,,No,,,,,,
106919,Whole Wheat Penne,,,,,,,,,,,,,,,No,,,,,,
106922,Baby Beets,,,,,,,,,,,,,,,No,,,,,,
106923,Beets With Tops,,,,,,,,,,,,,,,No,,,,,,
106924,Walla Walla Onion,,,,,,,,,,,,,,,No,,,,,,
106925,White Frosting,,,,,,,,,,,,,,,No,,,,,,
106926,Thai Peppers,,,,,,,,,,,,,,,No,,,,,,
106927,Galangal,,,,,,,,,,,,,,,No,,,,,,
106928,Light Vegetable Oil Cooking Spray,,,,,,,,,,,,,,,No,,,,,,
106929,Fresh Shiitake Mushrooms,,,,,,,,,,,,,,,No,,,,,,
106930,Diced Pimento,,,,,,,,,,,,,,,No,,,,,,
106931,Tomatoes With Herbs,,,,,,,,,,,,,,,No,,,,,,
106932,No-Salt-Added Chicken Broth,,,,,,,,,,,,,,,No,,,,,,
106933,Brown Sugar Twin,,,,,,,,,,,,,,,No,,,,,,
106934,Dry Infant Rice Cereal With Bananas,,,,,,,,,,,,,,,No,,,,,,
106935,Infant Cereal,,,,,,,,,,,,,,,No,,,,,,
106936,Baby Food,,,,,,,,,,,,,,,No,,,,,,
106937,Godiva Milk Chocolate Liqueur,,,,,,,,,,,,,,,No,,,,,,
106938,Banana Baby Food,,,,,,,,,,,,,,,No,,,,,,
106939,Banana Extract,,,,,,,,,,,,,,,No,,,,,,
106940,Baby Plums,,,,,,,,,,,,,,,No,,,,,,
106941,Baby Apricots,,,,,,,,,,,,,,,No,,,,,,
106942,Carrot Baby Food,,,,,,,,,,,,,,,No,,,,,,
106943,Plum Baby Food,,,,,,,,,,,,,,,No,,,,,,
106944,Whole Wheat Breadcrumbs,,,,,,,,,,,,,,,No,,,,,,
106945,Jelly,,,,,,,,,,,,,,,No,,,,,,
106946,Miniature Party Rye Rounds,,,,,,,,,,,,,,,No,,,,,,
106947,Frozen Baby Lima Beans,,,,,,,,,,,,,,,No,,,,,,
106948,Lifesavers Candies,,,,,,,,,,,,,,,No,,,,,,
106949,Jelly Beans,,,,,,,,,,,,,,,No,,,,,,
106950,Miniature Bagels,,,,,,,,,,,,,,,No,,,,,,
106951,Pattypan Squash,,,,,,,,,,,,,,,No,,,,,,
106952,Pears In Light Syrup,,,,,,,,,,,,,,,No,,,,,,
106953,Pear Syrup,,,,,,,,,,,,,,,No,,,,,,
106954,Spanish Peanut,,,,,,,,,,,,,,,No,,,,,,
106955,Baby Ruth Candy Bars,,,,,,,,,,,,,,,No,,,,,,
106956,Berry Blue Unsweetened Kool-Aid Powdered Drink Mix,,,,,,,,,,,,,,,No,,,,,,
106957,White Cranberry Juice,,,,,,,,,,,,,,,No,,,,,,
106958,Pink Lemonade,,,,,,,,,,,,,,,No,,,,,,
106959,Raspberry Extract,,,,,,,,,,,,,,,No,,,,,,
106960,Sole Fillets,,,,,,,,,,,,,,,No,,,,,,
106961,Chicken Breast Half,,,,,,,,,,,,,,,No,,,,,,
106962,Dried Brown Lentils,,,,,,,,,,,,,,,No,,,,,,
106963,Orange Sweet Bell Pepper,,,,,,,,,,,,,,,No,,,,,,
106964,Vegetarian Low-Sodium Baked Beans,,,,,,,,,,,,,,,No,,,,,,
106965,Multicolored Sugar Nonpareils,,,,,,,,,,,,,,,No,,,,,,
106966,Candy Covered Plain Chocolate Candies,,,,,,,,,,,,,,,No,,,,,,
106967,Baby Banana Puree,,,,,,,,,,,,,,,No,,,,,,
106968,Garfava Flour,,,,,,,,,,,,,,,No,,,,,,
106969,Gluten-Free Chocolate Chips,,,,,,,,,,,,,,,No,,,,,,
106972,Fat Free Cream,,,,,,,,,,,,,,,No,,,,,,
106973,Nonfat Beef Broth,,,,,,,,,,,,,,,No,,,,,,
106974,Baked Beans In Tomato Sauce,,,,,,,,,,,,,,,No,,,,,,
106975,Whole Wheat Lasagna Noodles,,,,,,,,,,,,,,,No,,,,,,
106976,Culantro,,,,,,,,,,,,,,,No,,,,,,
106977,Salt Cod Fish,,,,,,,,,,,,,,,No,,,,,,
106978,Small Potato,,,,,,,,,,,,,,,No,,,,,,
106979,Dried Salt Cod Fish,,,,,,,,,,,,,,,No,,,,,,
106980,Vanilla Flavored Square,,,,,,,,,,,,,,,No,,,,,,
106981,Bacardi Peach Red Rum,,,,,,,,,,,,,,,No,,,,,,
106982,Vanilla Rum,,,,,,,,,,,,,,,No,,,,,,
106983,Chicken Legs With Thigh,,,,,,,,,,,,,,,No,,,,,,
106985,Pork And Beans In Tomato Sauce,,,,,,,,,,,,,,,No,,,,,,
106986,Onion And Mushroom Soup Mix,,,,,,,,,,,,,,,No,,,,,,
106987,Baby Turnips,,,,,,,,,,,,,,,No,,,,,,
106988,Pepitas,,,,,,,,,,,,,,,No,,,,,,
106989,Small White Beans,,,,,,,,,,,,,,,No,,,,,,
106990,Ragu Hearty Robusto Pasta Sauce,,,,,,,,,,,,,,,No,,,,,,
106991,Back Bacon,,,,,,,,,,,,,,,No,,,,,,
106992,Sirloin Tip Steaks,,,,,,,,,,,,,,,No,,,,,,
106993,Beef Bacon,,,,,,,,,,,,,,,No,,,,,,
106994,Shiraz Wine,,,,,,,,,,,,,,,No,,,,,,
106995,Pie Plate,,,,,,,,,,,,,,,No,,,,,,
106996,Refrigerated Dinner Rolls,,,,,,,,,,,,,,,No,,,,,,
106997,Dry Pinto Beans,,,,,,,,,,,,,,,No,,,,,,
106998,Simply Potatoes Rosemary & Garlic Red Potato Wedges,,,,,,,,,,,,,,,No,,,,,,
106999,Cheese Curds,,,,,,,,,,,,,,,No,,,,,,
107000,California Avocado,,,,,,,,,,,,,,,No,,,,,,
107001,Red Pearl Onion,,,,,,,,,,,,,,,No,,,,,,
107002,Hidden Valley Ranch Dip,,,,,,,,,,,,,,,No,,,,,,
107003,Waffle Mix,,,,,,,,,,,,,,,No,,,,,,
107004,Hormel Real Bacon Bits,,,,,,,,,,,,,,,No,,,,,,
107005,Cheese Soup,,,,,,,,,,,,,,,No,,,,,,
107006,Oyster Crackers,,,,,,,,,,,,,,,No,,,,,,
107007,Mushroom Stems,,,,,,,,,,,,,,,No,,,,,,
107008,Salted Almond,,,,,,,,,,,,,,,No,,,,,,
107009,White Lily Self-Rising Flour,,,,,,,,,,,,,,,No,,,,,,
107010,Flakey Biscuits,,,,,,,,,,,,,,,No,,,,,,
107011,Refrigerated Crescent Dinner Roll,,,,,,,,,,,,,,,No,,,,,,
107012,Mexican Hot Sauce,,,,,,,,,,,,,,,No,,,,,,
107013,Turkey Gravy,,,,,,,,,,,,,,,No,,,,,,
107014,Quick-Cooking Grits,,,,,,,,,,,,,,,No,,,,,,
107015,Dripping,,,,,,,,,,,,,,,No,,,,,,
107016,Dried Celery Flakes,,,,,,,,,,,,,,,No,,,,,,
107017,Shredded Hash Brown Potatoes,,,,,,,,,,,,,,,No,,,,,,
107018,Multi-Grain Penne,,,,,,,,,,,,,,,No,,,,,,
107019,Low-Fat Alfredo Sauce,,,,,,,,,,,,,,,No,,,,,,
107020,Honey Dijon Salad Dressing,,,,,,,,,,,,,,,No,,,,,,
107021,Light Ricotta Cheese,,,,,,,,,,,,,,,No,,,,,,
107022,Passata,,,,,,,,,,,,,,,No,,,,,,
107023,Reduced-Fat Tasty Cheese,,,,,,,,,,,,,,,No,,,,,,
107024,Onion Bagels,,,,,,,,,,,,,,,No,,,,,,
107025,Velveeta Reduced Fat Cheese Product,,,,,,,,,,,,,,,No,,,,,,
107026,Sharp American Cheese,,,,,,,,,,,,,,,No,,,,,,
107027,Sesame Breadsticks,,,,,,,,,,,,,,,No,,,,,,
107028,Frozen Deep Dish Pie Shell,,,,,,,,,,,,,,,No,,,,,,
107029,Frozen Shredded Hash Browns,,,,,,,,,,,,,,,No,,,,,,
107030,Hungry Jack Cheesy Scalloped Potatoes,,,,,,,,,,,,,,,No,,,,,,
107031,Broccoli Cheese Soup,,,,,,,,,,,,,,,No,,,,,,
107032,Cheddar French-Fried Onions,,,,,,,,,,,,,,,No,,,,,,
107033,Hamburger Helper Cheeseburger Macaroni,,,,,,,,,,,,,,,No,,,,,,
107034,Soy Cheddar Cheese,,,,,,,,,,,,,,,No,,,,,,
107035,French Onion Dip,,,,,,,,,,,,,,,No,,,,,,
107036,12-Inch Flour Tortilla,,,,,,,,,,,,,,,No,,,,,,
107037,Cocktail Smoked Sausage Links,,,,,,,,,,,,,,,No,,,,,,
107038,Buttery Crackers,,,,,,,,,,,,,,,No,,,,,,
107039,Blueberry Preserves,,,,,,,,,,,,,,,No,,,,,,
107040,Cheddar Cheese Cubes,,,,,,,,,,,,,,,No,,,,,,
107041,Filet Mignon Steaks,,,,,,,,,,,,,,,No,,,,,,
107042,Dill Sprigs,,,,,,,,,,,,,,,No,,,,,,
107043,Red Onion Rings,,,,,,,,,,,,,,,No,,,,,,
107044,Sourdough Baguettes,,,,,,,,,,,,,,,No,,,,,,
107045,Medium Sharp Cheddar,,,,,,,,,,,,,,,No,,,,,,
107046,Bacon Fat,,,,,,,,,,,,,,,No,,,,,,
107047,Converted White Rice,,,,,,,,,,,,,,,No,,,,,,
107048,Canned Mushroom Slices,,,,,,,,,,,,,,,No,,,,,,
107049,Morels,,,,,,,,,,,,,,,No,,,,,,
107050,Assorted Fresh Vegetable,,,,,,,,,,,,,,,No,,,,,,
107051,Low-Sodium Mayonnaise,,,,,,,,,,,,,,,No,,,,,,
107052,Reduced-Sodium Bacon,,,,,,,,,,,,,,,No,,,,,,
107054,Mixed Grain Bread,,,,,,,,,,,,,,,No,,,,,,
107055,Star-Shaped Pasta,,,,,,,,,,,,,,,No,,,,,,
107056,Bacon Piece,,,,,,,,,,,,,,,No,,,,,,
107057,Cane Syrup,,,,,,,,,,,,,,,No,,,,,,
107058,Japanese Mayonnaise,,,,,,,,,,,,,,,No,,,,,,
107059,Smoked Streaky Bacon,,,,,,,,,,,,,,,No,,,,,,
107060,Simply Potatoes Sour Cream And Chive Mashed Potatoes,,,,,,,,,,,,,,,No,,,,,,
107061,Whole Chestnuts,,,,,,,,,,,,,,,No,,,,,,
107062,Peach Baby Food,,,,,,,,,,,,,,,No,,,,,,
107063,Venison Tenderloin,,,,,,,,,,,,,,,No,,,,,,
107064,Salted Sunflower Seeds,,,,,,,,,,,,,,,No,,,,,,
107065,Condensed Cream Of Potato Soup,,,,,,,,,,,,,,,No,,,,,,
107066,Hickory Smoked Bacon,,,,,,,,,,,,,,,No,,,,,,
107067,Taco Shell,,,,,,,,,,,,,,,No,,,,,,
107068,Ready-To-Bake Refrigerated Buttermilk Flaky Biscuits,,,,,,,,,,,,,,,No,,,,,,
107069,Bucatini Pasta,,,,,,,,,,,,,,,No,,,,,,
107070,Leafy Greens,,,,,,,,,,,,,,,No,,,,,,
107071,3 Bean Mix,,,,,,,,,,,,,,,No,,,,,,
107072,Bon Appetit Seasoning Mix,,,,,,,,,,,,,,,No,,,,,,
107073,Heirloom Tomato,,,,,,,,,,,,,,,No,,,,,,
107074,Frozen Pizza Dough,,,,,,,,,,,,,,,No,,,,,,
107075,Instant Beef Bouillon,,,,,,,,,,,,,,,No,,,,,,
107076,Romaine Leaf,,,,,,,,,,,,,,,No,,,,,,
107077,Frozen Brussels Sprouts,,,,,,,,,,,,,,,No,,,,,,
107078,Turkey Tenderloins,,,,,,,,,,,,,,,No,,,,,,
107079,Oyster Mushrooms,,,,,,,,,,,,,,,No,,,,,,
107080,Rock Cornish Game Hens,,,,,,,,,,,,,,,No,,,,,,
107081,Almond-Stuffed Green Olives,,,,,,,,,,,,,,,No,,,,,,
107082,Simply Potatoes Red Potato Wedges,,,,,,,,,,,,,,,No,,,,,,
107083,Whole Trout,,,,,,,,,,,,,,,No,,,,,,
107085,Boneless Skinless Salmon Fillets,,,,,,,,,,,,,,,No,,,,,,
107086,Dried Wild Mushrooms,,,,,,,,,,,,,,,No,,,,,,
107087,Dried Tomatoes,,,,,,,,,,,,,,,No,,,,,,
107088,Mung Dal,,,,,,,,,,,,,,,No,,,,,,
107089,Hing,,,,,,,,,,,,,,,No,,,,,,
107090,Fresh Green Chilies,,,,,,,,,,,,,,,No,,,,,,
107091,Badam Powder,,,,,,,,,,,,,,,No,,,,,,
107092,Pista Powder,,,,,,,,,,,,,,,No,,,,,,
107093,Black Cardamom Pods,,,,,,,,,,,,,,,No,,,,,,
107094,Bangers,,,,,,,,,,,,,,,No,,,,,,
107095,Seeds,100 g,,,,,,28.88 g,27.3 g,27.3 g,4.34 mg,42.16 g,3.72 g,,,No,,,,,,
107096,Pudding,100 g,,,,,,24.20 g,0.0 g,0.0 g,0.10 mg,1.12 g,0.42 g,,,No,,,,,,
107098,Laughing Cow Cheese,,,,,,,,,,,,,,,No,,,,,,
107099,Onion Rings,100 g,,,,,,30.53 g,1.8 g,1.8 g,0.36 mg,14.10 g,1.00 g,,,No,,,,,,
107100,Whipped Butter,,,,,,,,,,,,,,,No,,,,,,
107101,Caribbean Jerk Marinade,,,,,,,,,,,,,,,No,,,,,,
107102,Green Plantain,,,,,,,,,,,,,,,No,,,,,,
107103,Sweet Bell Peppers,,,,,,,,,,,,,,,No,,,,,,
107104,Carbonated Beverage,100 g,,,,,,13.30 g,0.0 g,0.0 g,0.07 mg,0.00 g,0.10 g,,,No,,,,,,
107105,Nassau Royale,,,,,,,,,,,,,,,No,,,,,,
107106,Crabs,,,,,,,,,,,,,,,No,,,,,,
107107,Coconuts,,,,,,,,,,,,,,,No,,,,,,
107108,Cassia,,,,,,,,,,,,,,,No,,,,,,
107109,Whole Nutmegs,,,,,,,,,,,,,,,No,,,,,,
107110,Green Cardamom Seeds,,,,,,,,,,,,,,,No,,,,,,
107111,White Raisins,,,,,,,,,,,,,,,No,,,,,,
107112,Green Plantains,,,,,,,,,,,,,,,No,,,,,,
107113,Banana Leaf,,,,,,,,,,,,,,,No,,,,,,
107114,Irish Whiskey,,,,,,,,,,,,,,,No,,,,,,
107115,Pina Colada Nonalcoholic Drink Mix,,,,,,,,,,,,,,,No,,,,,,
107116,Real Vanilla Extract,,,,,,,,,,,,,,,No,,,,,,
107117,Milk Chocolate Cake Mix,,,,,,,,,,,,,,,No,,,,,,
107118,Baileys Caramel Irish Cream,,,,,,,,,,,,,,,No,,,,,,
107119,Fudge Sauce,,,,,,,,,,,,,,,No,,,,,,
107120,Rye Whiskey,,,,,,,,,,,,,,,No,,,,,,
107121,Milk Chocolate Pieces,,,,,,,,,,,,,,,No,,,,,,
107123,5% Fat Ricotta Cheese,,,,,,,,,,,,,,,No,,,,,,
107125,Hershey Chocolate Kiss,,,,,,,,,,,,,,,No,,,,,,
107127,Hot Cocoa Mix,,,,,,,,,,,,,,,No,,,,,,
107128,Semi-Sweet Chocolate Baking Square,,,,,,,,,,,,,,,No,,,,,,
107130,Coffee Ice Cream,,,,,,,,,,,,,,,No,,,,,,
107131,Baileys Original Irish Cream,,,,,,,,,,,,,,,No,,,,,,
107132,Drinking Chocolate,,,,,,,,,,,,,,,No,,,,,,
107133,Baileys Mint Chocolate Irish Cream Liqueur,,,,,,,,,,,,,,,No,,,,,,
107134,Chocolate Stick,,,,,,,,,,,,,,,No,,,,,,
107135,Meringue Nests,,,,,,,,,,,,,,,No,,,,,,
107136,Dhaniya Powder,,,,,,,,,,,,,,,No,,,,,,
107137,Canned Spinach,,,,,,,,,,,,,,,No,,,,,,
107138,Lawry Baja Chipotle Marinade,,,,,,,,,,,,,,,No,,,,,,
107139,Taco-Size Corn Tortillas,,,,,,,,,,,,,,,No,,,,,,
107140,Soft-Shell Clams,,,,,,,,,,,,,,,No,,,,,,
107141,Frozen Crabmeat,,,,,,,,,,,,,,,No,,,,,,
107142,Pork Back Ribs,,,,,,,,,,,,,,,No,,,,,,
107143,Red Sea Bass,,,,,,,,,,,,,,,No,,,,,,
107144,Char Siu Sauce,,,,,,,,,,,,,,,No,,,,,,
107146,Large Marshmallows,,,,,,,,,,,,,,,No,,,,,,
107147,Red Jalapeno Jelly,,,,,,,,,,,,,,,No,,,,,,
107148,Lutefisk,,,,,,,,,,,,,,,No,,,,,,
107149,Bay Scallops,,,,,,,,,,,,,,,No,,,,,,
107150,Hot Italian Sausage Links,,,,,,,,,,,,,,,No,,,,,,
107151,2% Mozzarella Cheese,,,,,,,,,,,,,,,No,,,,,,
107152,Fat Free Spaghetti Sauce,,,,,,,,,,,,,,,No,,,,,,
107153,Vegetarian Chili,,,,,,,,,,,,,,,No,,,,,,
107154,Swiss Chard Leaves,,,,,,,,,,,,,,,No,,,,,,
107155,Raspberry-Vanilla Swirl Frozen Yogurt,,,,,,,,,,,,,,,No,,,,,,
107156,Miniature Pear Tomato,,,,,,,,,,,,,,,No,,,,,,
107157,Idaho Baking Potatoes,,,,,,,,,,,,,,,No,,,,,,
107158,Frozen Harvest Apples,,,,,,,,,,,,,,,No,,,,,,
107159,Doughnut,,,,,,,,,,,,,,,No,,,,,,
107160,Sour Apple,,,,,,,,,,,,,,,No,,,,,,
107161,Honey Syrup,,,,,,,,,,,,,,,No,,,,,,
107162,Pancake Batter,,,,,,,,,,,,,,,No,,,,,,
107163,"Lemon Zest, Confectioners Sugar",,,,,,,,,,,,,,,No,,,,,,
107164,Brown Sugar Substitute,,,,,,,,,,,,,,,No,,,,,,
107165,Rome Apple,,,,,,,,,,,,,,,No,,,,,,
107166,Halvah,,,,,,,,,,,,,,,No,,,,,,
107167,Blackberry Jam,,,,,,,,,,,,,,,No,,,,,,
107168,Sweet White Wine,,,,,,,,,,,,,,,No,,,,,,
107169,Russian Salad Dressing,,,,,,,,,,,,,,,No,,,,,,
107170,Canned Tomato,,,,,,,,,,,,,,,No,,,,,,
107171,Yellow Rice,,,,,,,,,,,,,,,No,,,,,,
107172,Head Of Garlic,,,,,,,,,,,,,,,No,,,,,,
107173,Fresh Salmon,,,,,,,,,,,,,,,No,,,,,,
107174,Red Salmon,,,,,,,,,,,,,,,No,,,,,,
107175,Fine Cracker Crumb,,,,,,,,,,,,,,,No,,,,,,
107176,Tandoori Masala,,,,,,,,,,,,,,,No,,,,,,
107177,Hash Brown Patties,,,,,,,,,,,,,,,No,,,,,,
107178,Green Sweet Peppers,,,,,,,,,,,,,,,No,,,,,,
107179,Tomato Base Barbecue Sauce,,,,,,,,,,,,,,,No,,,,,,
107180,Vegetarian Baked Beans,,,,,,,,,,,,,,,No,,,,,,
107181,Cherry Pepper,,,,,,,,,,,,,,,No,,,,,,
107182,Light Kidney Beans,,,,,,,,,,,,,,,No,,,,,,
107183,Brown Sugar Baked Beans,,,,,,,,,,,,,,,No,,,,,,
107184,Masterpiece Original Barbecue Sauce,,,,,,,,,,,,,,,No,,,,,,
107186,Tomato Sauce With Herbs,,,,,,,,,,,,,,,No,,,,,,
107187,Beef Ravioli,,,,,,,,,,,,,,,No,,,,,,
107188,Dry Thyme Leaves,,,,,,,,,,,,,,,No,,,,,,
107189,Pinhead Oats,,,,,,,,,,,,,,,No,,,,,,
107190,Bluefish,,,,,,,,,,,,,,,No,,,,,,
